path,label
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100046-3_1_1_0001.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100046-3_1_1_0002.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100046-3_1_1_0003.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100046-3_1_1_0004.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100046-3_1_1_0005.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100046-3_1_1_0006.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100046-3_1_1_0007.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100046-3_1_1_0008.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100046-3_1_1_0009.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100046-3_1_1_0010.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100046-3_1_1_0011.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100046-3_1_1_0012.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100099-1_1_1_0000.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100099-1_1_1_0001.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100099-1_1_1_0002.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100099-1_1_1_0003.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100099-1_1_1_0004.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100099-1_1_1_0005.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100099-1_1_1_0006.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100099-1_1_1_0007.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100099-1_1_1_0008.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100120-1_1_1_0000.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100120-1_1_1_0001.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100120-1_1_1_0002.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100120-1_1_1_0003.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100120-1_1_1_0004.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100120-1_1_1_0005.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100120-1_1_1_0006.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100120-1_1_1_0007.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100120-1_1_1_0008.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100120-1_1_1_0009.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100120-1_1_1_0010.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100120-1_1_1_0011.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100120-1_1_1_0012.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100120-1_1_1_0013.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100120-1_1_1_0014.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100120-1_1_1_0015.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100126-26_1_1_0000.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100126-26_1_1_0001.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100126-26_1_1_0002.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100126-26_1_1_0003.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100126-26_1_1_0004.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100126-26_1_1_0005.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100126-26_1_1_0006.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100126-26_1_1_0007.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100126-26_1_1_0008.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100126-26_1_1_0009.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100126-26_1_1_0010.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100126-26_1_1_0011.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100126-26_1_1_0012.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100153-1_2_1_0000.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100153-1_2_1_0001.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100153-1_2_1_0002.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100153-1_2_1_0003.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100153-1_2_1_0004.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100153-1_2_1_0005.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100153-1_2_1_0006.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100153-1_2_1_0007.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100153-1_2_1_0008.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100153-1_2_1_0009.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100225-1_1_1_0000.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100225-1_1_1_0001.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100225-1_1_1_0002.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100225-1_1_1_0003.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100225-1_1_1_0004.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100225-1_1_1_0005.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100225-1_1_1_0006.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100225-1_1_1_0007.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100225-1_1_1_0008.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100273-1_1_1_0000.png,note_whole
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100273-1_1_1_0001.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100273-1_1_1_0002.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100273-1_1_1_0003.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100273-1_1_1_0004.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100273-1_1_1_0005.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100273-1_1_1_0006.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100273-1_1_1_0007.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100273-1_1_1_0008.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100273-1_1_1_0009.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100273-1_1_1_0010.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100273-1_1_1_0011.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100274-1_1_1_0000.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100274-1_1_1_0001.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100274-1_1_1_0002.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100274-1_1_1_0003.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100274-1_1_1_0004.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100274-1_1_1_0005.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100274-1_1_1_0006.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100274-1_1_1_0007.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100274-1_1_1_0008.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100274-1_1_1_0009.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100274-1_1_1_0010.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100274-1_1_1_0011.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100274-1_1_1_0012.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100274-1_1_1_0013.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100274-1_1_1_0014.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100321-1_1_1_0000.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100321-1_1_1_0001.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100321-1_1_1_0002.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100321-1_1_1_0003.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100321-1_1_1_0004.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100321-1_1_1_0005.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100321-1_1_1_0006.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100321-1_1_1_0007.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100321-1_1_1_0008.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100321-1_1_1_0009.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100326-1_1_1_0000.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100326-1_1_1_0001.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100326-1_1_1_0002.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100326-1_1_1_0003.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100326-1_1_1_0004.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100326-1_1_1_0005.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100326-1_1_1_0006.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100326-1_1_1_0007.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100326-1_1_1_0008.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100328-1_1_1_0000.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100328-1_1_1_0001.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100328-1_1_1_0002.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100328-1_1_1_0003.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100328-1_1_1_0004.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100328-1_1_1_0005.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100328-1_1_1_0006.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100328-1_1_1_0007.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100328-1_1_1_0008.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100328-1_1_1_0009.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100328-1_1_1_0010.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100328-1_1_1_0011.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100328-1_1_1_0012.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100369-1_1_1_0000.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100369-1_1_1_0001.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100369-1_1_1_0002.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100369-1_1_1_0003.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100369-1_1_1_0004.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100369-1_1_1_0005.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100369-1_1_1_0006.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100369-1_1_1_0007.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100369-1_1_1_0008.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100369-1_1_1_0009.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100369-1_1_1_0010.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100369-1_1_1_0011.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100369-1_1_1_0012.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100468-1_1_1_0000.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100468-1_1_1_0001.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100468-1_1_1_0002.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100468-1_1_1_0003.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100468-1_1_1_0004.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100468-1_1_1_0005.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100479-1_1_1_0000.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100479-1_1_1_0001.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100479-1_1_1_0002.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100479-1_1_1_0003.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100479-1_1_1_0004.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100479-1_1_1_0005.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100479-1_1_1_0006.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100479-1_1_1_0007.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100479-1_1_1_0008.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100479-1_1_1_0009.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100479-1_1_1_0010.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100508-1_1_1_0000.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100508-1_1_1_0001.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100508-1_1_1_0002.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100508-1_1_1_0003.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100508-1_1_1_0004.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100508-1_1_1_0005.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100508-1_1_1_0006.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100508-1_1_1_0007.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100508-1_1_1_0008.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100508-1_1_1_0009.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100508-1_1_1_0010.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100508-1_1_1_0011.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100518-1_1_1_0000.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100518-1_1_1_0001.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100518-1_1_1_0002.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100518-1_1_1_0003.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100518-1_1_1_0004.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100518-1_1_1_0005.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100518-1_1_1_0006.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100518-1_1_1_0007.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100518-1_1_1_0008.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100518-1_1_1_0009.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100518-1_1_1_0010.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100518-1_1_1_0011.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100518-1_1_1_0012.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100600-1_1_2_0000.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100600-1_1_2_0001.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100600-1_1_2_0002.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100600-1_1_2_0003.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100600-1_1_2_0004.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100600-1_1_2_0005.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100600-1_1_2_0006.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100600-1_1_2_0007.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100612-1_1_1_0000.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100612-1_1_1_0001.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100612-1_1_1_0002.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100612-1_1_1_0003.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100612-1_1_1_0004.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100612-1_1_1_0005.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100612-1_1_1_0006.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100612-1_1_1_0007.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100612-1_1_1_0008.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100612-1_1_1_0009.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100713-1_1_1_0000.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100713-1_1_1_0001.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100713-1_1_1_0002.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100713-1_1_1_0003.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100713-1_1_1_0004.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100713-1_1_1_0005.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100713-1_1_1_0006.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100713-1_1_1_0007.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100713-1_1_1_0008.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100713-1_1_1_0009.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100719-1_1_1_0000.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100719-1_1_1_0001.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100719-1_1_1_0002.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100719-1_1_1_0003.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100719-1_1_1_0004.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100719-1_1_1_0005.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100719-1_1_1_0006.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100719-1_1_1_0007.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100721-1_1_1_0000.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100721-1_1_1_0001.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100721-1_1_1_0002.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100721-1_1_1_0003.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100721-1_1_1_0004.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100721-1_1_1_0005.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100721-1_1_1_0006.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100721-1_1_1_0007.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100721-1_1_1_0008.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100721-1_1_1_0009.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100721-1_1_1_0010.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100764-1_1_1_0000.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100764-1_1_1_0001.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100764-1_1_1_0002.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100764-1_1_1_0003.png,note_quarter
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100764-1_1_1_0004.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100764-1_1_1_0005.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100764-1_1_1_0006.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100764-1_1_1_0007.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100764-1_1_1_0008.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100764-1_1_1_0009.png,note_half
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100790-1_1_1_0000.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100790-1_1_1_0001.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100790-1_1_1_0002.png,note_eighth
/Users/yameensekandari/Desktop/CS131 Final Project/data/crops/000100790-1_1_1_0003.png,note_eighth
